EthernetType,SrcMacAddr,DstMacAddr,IP version,IP header,Length	TypeOfService,	IP Total Length	,Identification	,TimeToLive,protocol	,IPchecksum	,Src IP Addr,	Dst IP Addr
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52590,64,6,0x6F53,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,309Bytes,52591,64,6,0x6E51,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,309Bytes,52591,64,6,0x6E51,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11626,64,6,0x0F58,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11626,64,6,0x0F58,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,2270Bytes,11627,64,6,0x06AD,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,2270Bytes,11627,64,6,0x06AD,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52592,64,6,0x6F51,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52592,64,6,0x6F51,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,146Bytes,52593,64,6,0x6EF2,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,146Bytes,52593,64,6,0x6EF2,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11628,64,6,0x0F56,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11628,64,6,0x0F56,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,138Bytes,52594,64,6,0x6EF9,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,138Bytes,52594,64,6,0x6EF9,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11629,64,6,0x0F55,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11629,64,6,0x0F55,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,107Bytes,11630,64,6,0x0F1D,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,107Bytes,11630,64,6,0x0F1D,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52595,64,6,0x6F4E,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52595,64,6,0x6F4E,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,124Bytes,52596,64,6,0x6F05,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,124Bytes,52596,64,6,0x6F05,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11631,64,6,0x0F53,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11631,64,6,0x0F53,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,96Bytes,11632,64,6,0x0F26,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,96Bytes,11632,64,6,0x0F26,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52597,64,6,0x6F4C,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52597,64,6,0x6F4C,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,83Bytes,52598,64,6,0x6F2C,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,83Bytes,52598,64,6,0x6F2C,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11633,64,6,0x0F51,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11633,64,6,0x0F51,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,169Bytes,11634,64,6,0x0EDB,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,169Bytes,11634,64,6,0x0EDB,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52599,64,6,0x6F4A,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52599,64,6,0x6F4A,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,85Bytes,11635,64,6,0x0F2E,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,85Bytes,11635,64,6,0x0F2E,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52600,64,6,0x6F49,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52600,64,6,0x6F49,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,76Bytes,52601,64,6,0x6F30,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,76Bytes,52601,64,6,0x6F30,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11636,64,6,0x0F4E,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,11636,64,6,0x0F4E,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52602,64,6,0x6F47,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,52602,64,6,0x6F47,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,76Bytes,11637,64,6,0x0F35,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,76Bytes,11637,64,6,0x0F35,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,40Bytes,0,64,6,0x3CCE,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,40Bytes,0,64,6,0x3CCE,127.0.0.1,127.0.0.1
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27718,128,6,0x561D,192.168.219.100,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,160Bytes,21930,64,6,0xE6AB,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,160Bytes,21930,64,6,0xE6AB,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,663Bytes,62025,64,6,0x4815,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,663Bytes,62025,64,6,0x4815,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,21931,64,6,0xE716,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,21931,64,6,0xE716,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27695,64,1,0xD4F7,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27696,64,1,0xD4F6,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27697,64,1,0xD4F5,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27698,64,1,0xD4F4,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27699,64,1,0xD4F3,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27700,64,1,0xD4F2,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27695,64,1,0xD4F7,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27696,64,1,0xD4F6,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27697,64,1,0xD4F5,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27698,64,1,0xD4F4,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27699,64,1,0xD4F3,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,27700,64,1,0xD4F2,192.168.219.182,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,76Bytes,27719,128,6,0x55F8,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,40Bytes,44727,64,6,0x539C,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,76Bytes,44728,64,6,0x5377,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[1c:a5:32:09:ad:30],IPv4,5DWORDS(20Bytes),0,84Bytes,13449,64,1,0x59B1,192.168.219.182,8.8.8.8
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27720,128,6,0x561B,192.168.219.100,192.168.219.182
0x0800,[1c:a5:32:09:ad:30],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,84Bytes,0,113,1,0x9D3A,8.8.8.8,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,132Bytes,44729,64,6,0x533E,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27721,128,6,0x561A,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,76Bytes,27722,128,6,0x55F5,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,40Bytes,44730,64,6,0x5399,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,76Bytes,44731,64,6,0x5374,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,92Bytes,44732,64,6,0x5363,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,364Bytes,44733,64,6,0x5252,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,316Bytes,44734,64,6,0x5281,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,180Bytes,44735,64,6,0x5308,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27723,128,6,0x5618,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27724,128,6,0x5617,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27725,128,6,0x5616,192.168.219.100,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,160Bytes,21932,64,6,0xE6A9,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,160Bytes,21932,64,6,0xE6A9,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,663Bytes,62026,64,6,0x4814,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,663Bytes,62026,64,6,0x4814,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,21933,64,6,0xE714,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,21933,64,6,0xE714,127.0.0.1,127.0.0.1
0x0800,[dc:a6:32:c3:2e:c1],[1c:a5:32:09:ad:30],IPv4,5DWORDS(20Bytes),0,84Bytes,13568,64,1,0x593A,192.168.219.182,8.8.8.8
0x0800,[1c:a5:32:09:ad:30],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,84Bytes,0,113,1,0x9D3A,8.8.8.8,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,132Bytes,44736,64,6,0x5337,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27726,128,6,0x5615,192.168.219.100,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,160Bytes,21934,64,6,0xE6A7,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,160Bytes,21934,64,6,0xE6A7,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,664Bytes,62027,64,6,0x4812,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,664Bytes,62027,64,6,0x4812,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,21935,64,6,0xE712,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,21935,64,6,0xE712,127.0.0.1,127.0.0.1
0x0800,[dc:a6:32:c3:2e:c1],[1c:a5:32:09:ad:30],IPv4,5DWORDS(20Bytes),0,84Bytes,13715,64,1,0x58A7,192.168.219.182,8.8.8.8
0x0800,[1c:a5:32:09:ad:30],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,84Bytes,0,113,1,0x9D3A,8.8.8.8,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,132Bytes,44737,64,6,0x5336,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27727,128,6,0x5614,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,76Bytes,27728,128,6,0x55EF,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,76Bytes,44738,64,6,0x536D,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27729,128,6,0x5612,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,76Bytes,27730,128,6,0x55ED,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,76Bytes,44739,64,6,0x536C,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27731,128,6,0x5610,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,76Bytes,27732,128,6,0x55EB,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,76Bytes,44740,64,6,0x536B,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27733,128,6,0x560E,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,76Bytes,27734,128,6,0x55E9,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,76Bytes,44741,64,6,0x536A,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,27735,128,6,0x560C,192.168.219.100,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,160Bytes,21936,64,6,0xE6A5,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,160Bytes,21936,64,6,0xE6A5,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,663Bytes,62028,64,6,0x4812,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,663Bytes,62028,64,6,0x4812,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,21937,64,6,0xE710,127.0.0.1,127.0.0.1
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),0,52Bytes,21937,64,6,0xE710,127.0.0.1,127.0.0.1
0x0800,[dc:a6:32:c3:2e:c1],[1c:a5:32:09:ad:30],IPv4,5DWORDS(20Bytes),0,84Bytes,13792,64,1,0x585A,192.168.219.182,8.8.8.8
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28284,64,1,0xD2AA,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28285,64,1,0xD2A9,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28286,64,1,0xD2A8,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28287,64,1,0xD2A7,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28288,64,1,0xD2A6,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28289,64,1,0xD2A5,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28284,64,1,0xD2AA,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28285,64,1,0xD2A9,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28286,64,1,0xD2A8,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28287,64,1,0xD2A7,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28288,64,1,0xD2A6,192.168.219.182,192.168.219.182
0x0800,[00:00:00:00:00:00],[00:00:00:00:00:00],IPv4,5DWORDS(20Bytes),192,88Bytes,28289,64,1,0xD2A5,192.168.219.182,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,76Bytes,27736,128,6,0x55E7,192.168.219.100,192.168.219.182
